?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
23.2.2024;NewEgg;N123456-1247;Some Item Description 1149;51738;124604;167;99;16;52
24.2.2024;Sears;N123456-1248;Some Item Description 1150;37657;124605;241;99;15;127
25.2.2024;eBay;N123456-1249;Some Item Description 1151;52989;124606;162;86;19;57
26.2.2024;Amazon;N123456-1250;Some Item Description 1152;28414;124607;75;34;15;26
27.2.2024;Walmart;N123456-1251;Some Item Description 1153;29145;124608;119;38;15;66
28.2.2024;NewEgg;N123456-1252;Some Item Description 1154;30270;124609;158;86;24;48
29.2.2024;Sears;N123456-1253;Some Item Description 1155;41291;124610;193;87;11;95
1.3.2024;eBay;N123456-1254;Some Item Description 1156;26307;124611;76;44;13;19
2.3.2024;Amazon;N123456-1255;Some Item Description 1157;22655;124612;191;94;10;87
3.3.2024;Walmart;N123456-1256;Some Item Description 1158;52641;124613;164;57;22;85
4.3.2024;NewEgg;N123456-1257;Some Item Description 1159;51870;124614;158;85;20;53
5.3.2024;Sears;N123456-1258;Some Item Description 1160;51466;124615;205;84;11;110
6.3.2024;eBay;N123456-1259;Some Item Description 1161;25922;124616;111;42;22;47
7.3.2024;Amazon;N123456-1260;Some Item Description 1162;44538;124617;196;77;20;99
8.3.2024;Walmart;N123456-1261;Some Item Description 1163;23850;124618;220;97;19;104
9.3.2024;NewEgg;N123456-1262;Some Item Description 1164;45057;124619;174;82;25;67
10.3.2024;Sears;N123456-1263;Some Item Description 1165;36523;124620;98;42;14;42
11.3.2024;eBay;N123456-1264;Some Item Description 1166;24513;124621;104;35;12;57
12.3.2024;Amazon;N123456-1265;Some Item Description 1167;23834;124622;98;42;22;34
13.3.2024;Walmart;N123456-1266;Some Item Description 1168;47346;124623;119;52;21;46
14.3.2024;NewEgg;N123456-1267;Some Item Description 1169;45578;124624;143;58;16;69
15.3.2024;Sears;N123456-1268;Some Item Description 1170;29536;124625;138;64;10;64
16.3.2024;eBay;N123456-1269;Some Item Description 1171;48823;124626;109;39;15;55
17.3.2024;Amazon;N123456-1270;Some Item Description 1172;54535;124627;114;36;17;61
18.3.2024;Walmart;N123456-1271;Some Item Description 1173;54989;124628;161;96;11;54
19.3.2024;NewEgg;N123456-1272;Some Item Description 1174;25231;124629;138;52;22;64
20.3.2024;Sears;N123456-1273;Some Item Description 1175;22851;124630;151;65;20;66
21.3.2024;eBay;N123456-1274;Some Item Description 1176;31114;124631;140;70;25;45
22.3.2024;Amazon;N123456-1275;Some Item Description 1177;28157;124632;128;77;17;34
23.3.2024;Walmart;N123456-1276;Some Item Description 1178;36945;124633;110;67;13;30
24.3.2024;NewEgg;N123456-1277;Some Item Description 1179;29288;124634;98;33;14;51
25.3.2024;Sears;N123456-1278;Some Item Description 1180;51312;124635;94;54;16;24
26.3.2024;eBay;N123456-1279;Some Item Description 1181;45268;124636;75;30;22;23
27.3.2024;Amazon;N123456-1280;Some Item Description 1182;33082;124637;104;42;24;38
28.3.2024;Walmart;N123456-1281;Some Item Description 1183;43956;124638;106;37;15;54
29.3.2024;NewEgg;N123456-1282;Some Item Description 1184;40113;124639;125;62;20;43
30.3.2024;Sears;N123456-1283;Some Item Description 1185;32290;124640;98;57;10;31
31.3.2024;eBay;N123456-1284;Some Item Description 1186;42725;124641;180;94;19;67
1.4.2024;Amazon;N123456-1285;Some Item Description 1187;45084;124642;84;35;16;33
2.4.2024;Walmart;N123456-1286;Some Item Description 1188;38815;124643;113;44;14;55
3.4.2024;NewEgg;N123456-1287;Some Item Description 1189;51327;124644;144;61;12;71
4.4.2024;Sears;N123456-1288;Some Item Description 1190;41098;124645;222;87;14;121
5.4.2024;eBay;N123456-1289;Some Item Description 1191;36816;124646;132;57;10;65
6.4.2024;Amazon;N123456-1290;Some Item Description 1192;43054;124647;126;45;19;62
7.4.2024;Walmart;N123456-1291;Some Item Description 1193;24192;124648;95;45;16;34
8.4.2024;NewEgg;N123456-1292;Some Item Description 1194;25297;124649;195;94;19;82
9.4.2024;Sears;N123456-1293;Some Item Description 1195;45725;124650;86;40;20;26
10.4.2024;eBay;N123456-1294;Some Item Description 1196;42828;124651;194;82;11;101
11.4.2024;Amazon;N123456-1295;Some Item Description 1197;37414;124652;165;74;13;78
12.4.2024;Walmart;N123456-1296;Some Item Description 1198;38943;124653;141;98;21;22
13.4.2024;NewEgg;N123456-1297;Some Item Description 1199;24266;124654;143;80;18;45
14.4.2024;Sears;N123456-1298;Some Item Description 1200;49579;124655;85;33;15;37
15.4.2024;eBay;N123456-1299;Some Item Description 1201;34225;124656;89;55;12;22
16.4.2024;Amazon;N123456-1300;Some Item Description 1202;34929;124657;145;82;21;42
17.4.2024;Walmart;N123456-1301;Some Item Description 1203;34283;124658;174;76;18;80
18.4.2024;NewEgg;N123456-1302;Some Item Description 1204;54009;124659;92;61;10;21
19.4.2024;Sears;N123456-1303;Some Item Description 1205;49566;124660;123;62;14;47
20.4.2024;eBay;N123456-1304;Some Item Description 1206;29786;124661;82;36;24;22
21.4.2024;Amazon;N123456-1305;Some Item Description 1207;32389;124662;91;37;24;30
22.4.2024;Walmart;N123456-1306;Some Item Description 1208;36117;124663;177;87;22;68
23.4.2024;NewEgg;N123456-1307;Some Item Description 1209;40937;124664;105;50;15;40
24.4.2024;Sears;N123456-1308;Some Item Description 1210;38972;124665;121;65;20;36
25.4.2024;eBay;N123456-1309;Some Item Description 1211;40661;124666;132;94;14;24
26.4.2024;Amazon;N123456-1310;Some Item Description 1212;29145;124667;87;30;10;47
27.4.2024;Walmart;N123456-1311;Some Item Description 1213;44339;124668;116;78;11;27
28.4.2024;NewEgg;N123456-1312;Some Item Description 1214;26383;124669;79;32;14;33
29.4.2024;Sears;N123456-1313;Some Item Description 1215;32169;124670;101;71;15;15
30.4.2024;eBay;N123456-1314;Some Item Description 1216;37107;124671;127;80;10;37
1.5.2024;Amazon;N123456-1315;Some Item Description 1217;35889;124672;120;71;13;36
2.5.2024;Walmart;N123456-1316;Some Item Description 1218;45372;124673;80;40;16;24
3.5.2024;NewEgg;N123456-1317;Some Item Description 1219;31076;124674;104;61;19;24
4.5.2024;Sears;N123456-1318;Some Item Description 1220;26884;124675;118;45;13;60
5.5.2024;eBay;N123456-1319;Some Item Description 1221;55137;124676;125;45;23;57
6.5.2024;Amazon;N123456-1320;Some Item Description 1222;46648;124677;132;61;22;49
7.5.2024;Walmart;N123456-1321;Some Item Description 1223;50741;124678;131;64;24;43
8.5.2024;NewEgg;N123456-1322;Some Item Description 1224;43473;124679;82;37;10;35
9.5.2024;Sears;N123456-1323;Some Item Description 1225;41146;124680;117;45;18;54
10.5.2024;eBay;N123456-1324;Some Item Description 1226;41608;124681;200;79;14;107
11.5.2024;Amazon;N123456-1325;Some Item Description 1227;54369;124682;74;34;25;15
12.5.2024;Walmart;N123456-1326;Some Item Description 1228;51910;124683;102;45;14;43
13.5.2024;NewEgg;N123456-1327;Some Item Description 1229;23862;124684;83;50;12;21
14.5.2024;Sears;N123456-1328;Some Item Description 1230;53082;124685;110;39;21;50
15.5.2024;eBay;N123456-1329;Some Item Description 1231;40746;124686;193;74;14;105
16.5.2024;Amazon;N123456-1330;Some Item Description 1232;28007;124687;159;55;12;92
17.5.2024;Walmart;N123456-1331;Some Item Description 1233;39720;124688;135;51;20;64
18.5.2024;NewEgg;N123456-1332;Some Item Description 1234;30451;124689;138;98;23;17
19.5.2024;Sears;N123456-1333;Some Item Description 1235;29025;124690;76;31;23;22
20.5.2024;eBay;N123456-1334;Some Item Description 1236;44594;124691;95;37;10;48
21.5.2024;Amazon;N123456-1335;Some Item Description 1237;53392;124692;151;61;15;75
22.5.2024;Walmart;N123456-1336;Some Item Description 1238;52127;124693;132;75;24;33
23.5.2024;NewEgg;N123456-1337;Some Item Description 1239;51928;124694;131;80;20;31
24.5.2024;Sears;N123456-1338;Some Item Description 1240;42506;124695;200;95;22;83
25.5.2024;eBay;N123456-1339;Some Item Description 1241;48694;124696;89;49;12;28
26.5.2024;Amazon;N123456-1340;Some Item Description 1242;49033;124697;108;48;19;41
27.5.2024;Walmart;N123456-1341;Some Item Description 1243;37018;124698;174;83;11;80
28.5.2024;NewEgg;N123456-1342;Some Item Description 1244;46450;124699;165;77;25;63
29.5.2024;Sears;N123456-1343;Some Item Description 1245;44113;124700;183;72;21;90
30.5.2024;eBay;N123456-1344;Some Item Description 1246;54887;124701;105;69;13;23
31.5.2024;Amazon;N123456-1345;Some Item Description 1247;45249;124702;102;46;21;35
1.6.2024;Walmart;N123456-1346;Some Item Description 1248;46061;124703;202;80;22;100
2.6.2024;NewEgg;N123456-1347;Some Item Description 1249;51675;124704;153;52;10;91
3.6.2024;Sears;N123456-1348;Some Item Description 1250;43073;124705;154;75;17;62
4.6.2024;eBay;N123456-1349;Some Item Description 1251;47857;124706;110;50;20;40
5.6.2024;Amazon;N123456-1350;Some Item Description 1252;46537;124707;121;59;13;49
6.6.2024;Walmart;N123456-1351;Some Item Description 1253;36137;124708;89;49;14;26
7.6.2024;NewEgg;N123456-1352;Some Item Description 1254;47698;124709;128;59;20;49
8.6.2024;Sears;N123456-1353;Some Item Description 1255;40027;124710;140;80;18;42
9.6.2024;eBay;N123456-1354;Some Item Description 1256;25897;124711;148;61;17;70
10.6.2024;Amazon;N123456-1355;Some Item Description 1257;35219;124712;104;61;24;19
11.6.2024;Walmart;N123456-1356;Some Item Description 1258;52740;124713;83;34;20;29
12.6.2024;NewEgg;N123456-1357;Some Item Description 1259;32662;124714;212;90;11;111
13.6.2024;Sears;N123456-1358;Some Item Description 1260;24181;124715;71;31;13;27
14.6.2024;eBay;N123456-1359;Some Item Description 1261;43352;124716;204;82;11;111
15.6.2024;Amazon;N123456-1360;Some Item Description 1262;47431;124717;127;41;18;68
16.6.2024;Walmart;N123456-1361;Some Item Description 1263;39979;124718;192;80;20;92
17.6.2024;NewEgg;N123456-1362;Some Item Description 1264;49222;124719;126;61;17;48
18.6.2024;Sears;N123456-1363;Some Item Description 1265;39526;124720;177;90;12;75
19.6.2024;eBay;N123456-1364;Some Item Description 1266;40665;124721;151;84;18;49
20.6.2024;Amazon;N123456-1365;Some Item Description 1267;47235;124722;111;81;12;18
21.6.2024;Walmart;N123456-1366;Some Item Description 1268;46081;124723;131;55;19;57
22.6.2024;NewEgg;N123456-1367;Some Item Description 1269;26585;124724;155;69;21;65
23.6.2024;Sears;N123456-1368;Some Item Description 1270;23222;124725;84;34;24;26
24.6.2024;eBay;N123456-1369;Some Item Description 1271;52144;124726;138;90;17;31
25.6.2024;Amazon;N123456-1370;Some Item Description 1272;28727;124727;144;64;10;70
26.6.2024;Walmart;N123456-1371;Some Item Description 1273;36032;124728;107;63;18;26
27.6.2024;NewEgg;N123456-1372;Some Item Description 1274;33933;124729;125;52;16;57
28.6.2024;Sears;N123456-1373;Some Item Description 1275;36966;124730;138;93;11;34
29.6.2024;eBay;N123456-1374;Some Item Description 1276;23406;124731;210;97;13;100
30.6.2024;Amazon;N123456-1375;Some Item Description 1277;37535;124732;159;72;19;68
1.7.2024;Walmart;N123456-1376;Some Item Description 1278;25141;124733;164;59;20;85
2.7.2024;NewEgg;N123456-1377;Some Item Description 1279;44597;124734;175;74;22;79
3.7.2024;Sears;N123456-1378;Some Item Description 1280;32105;124735;211;82;21;108
4.7.2024;eBay;N123456-1379;Some Item Description 1281;41454;124736;118;58;13;47
5.7.2024;Amazon;N123456-1380;Some Item Description 1282;29901;124737;216;91;23;102
6.7.2024;Walmart;N123456-1381;Some Item Description 1283;35153;124738;126;56;13;57
7.7.2024;NewEgg;N123456-1382;Some Item Description 1284;41746;124739;84;52;15;17
8.7.2024;Sears;N123456-1383;Some Item Description 1285;27168;124740;105;32;24;49
9.7.2024;eBay;N123456-1384;Some Item Description 1286;39636;124741;161;84;13;64
10.7.2024;Amazon;N123456-1385;Some Item Description 1287;53897;124742;81;31;22;28
11.7.2024;Walmart;N123456-1386;Some Item Description 1288;41266;124743;101;46;18;37
12.7.2024;NewEgg;N123456-1387;Some Item Description 1289;54827;124744;114;35;11;68
13.7.2024;Sears;N123456-1388;Some Item Description 1290;39942;124745;168;78;24;66
14.7.2024;eBay;N123456-1389;Some Item Description 1291;36150;124746;228;89;14;125
15.7.2024;Amazon;N123456-1390;Some Item Description 1292;52314;124747;123;37;18;68
16.7.2024;Walmart;N123456-1391;Some Item Description 1293;54448;124748;139;63;23;53
17.7.2024;NewEgg;N123456-1392;Some Item Description 1294;33664;124749;90;54;11;25
18.7.2024;Sears;N123456-1393;Some Item Description 1295;41859;124750;188;91;12;85
19.7.2024;eBay;N123456-1394;Some Item Description 1296;32215;124751;161;74;14;73
20.7.2024;Amazon;N123456-1395;Some Item Description 1297;48080;124752;215;90;10;115
21.7.2024;Walmart;N123456-1396;Some Item Description 1298;38120;124753;94;59;14;21
22.7.2024;NewEgg;N123456-1397;Some Item Description 1299;26927;124754;161;67;24;70
23.7.2024;Sears;N123456-1398;Some Item Description 1300;33644;124755;221;89;15;117
24.7.2024;eBay;N123456-1399;Some Item Description 1301;31827;124756;178;86;24;68
25.7.2024;Amazon;N123456-1400;Some Item Description 1302;50597;124757;136;56;10;70
26.7.2024;Walmart;N123456-1401;Some Item Description 1303;36444;124758;76;42;18;16
27.7.2024;NewEgg;N123456-1402;Some Item Description 1304;36383;124759;196;96;11;89
28.7.2024;Sears;N123456-1403;Some Item Description 1305;38577;124760;157;98;22;37
29.7.2024;eBay;N123456-1404;Some Item Description 1306;54702;124761;137;84;13;40
30.7.2024;Amazon;N123456-1405;Some Item Description 1307;36099;124762;146;53;21;72
31.7.2024;Walmart;N123456-1406;Some Item Description 1308;30069;124763;135;71;12;52
1.8.2024;NewEgg;N123456-1407;Some Item Description 1309;35310;124764;103;45;13;45
2.8.2024;Sears;N123456-1408;Some Item Description 1310;43360;124765;73;32;12;29
3.8.2024;eBay;N123456-1409;Some Item Description 1311;49676;124766;91;37;13;41
4.8.2024;Amazon;N123456-1410;Some Item Description 1312;53368;124767;164;96;13;55
5.8.2024;Walmart;N123456-1411;Some Item Description 1313;24834;124768;114;55;25;34
6.8.2024;NewEgg;N123456-1412;Some Item Description 1314;40026;124769;138;82;20;36
7.8.2024;Sears;N123456-1413;Some Item Description 1315;36306;124770;127;82;21;24
8.8.2024;eBay;N123456-1414;Some Item Description 1316;22559;124771;94;50;25;19
9.8.2024;Amazon;N123456-1415;Some Item Description 1317;30569;124772;173;93;17;63
10.8.2024;Walmart;N123456-1416;Some Item Description 1318;51863;124773;158;57;20;81
11.8.2024;NewEgg;N123456-1417;Some Item Description 1319;46500;124774;148;66;19;63
12.8.2024;Sears;N123456-1418;Some Item Description 1320;31485;124775;159;78;13;68
13.8.2024;eBay;N123456-1419;Some Item Description 1321;42660;124776;123;86;21;16
14.8.2024;Amazon;N123456-1420;Some Item Description 1322;46859;124777;212;83;12;117
15.8.2024;Walmart;N123456-1421;Some Item Description 1323;35659;124778;217;86;12;119
16.8.2024;NewEgg;N123456-1422;Some Item Description 1324;37532;124779;214;98;13;103
17.8.2024;Sears;N123456-1423;Some Item Description 1325;36621;124780;110;74;19;17
18.8.2024;eBay;N123456-1424;Some Item Description 1326;50223;124781;146;80;14;52
19.8.2024;Amazon;N123456-1425;Some Item Description 1327;52732;124782;123;69;11;43
20.8.2024;Walmart;N123456-1426;Some Item Description 1328;33035;124783;130;52;12;66
21.8.2024;NewEgg;N123456-1427;Some Item Description 1329;25724;124784;95;53;17;25
22.8.2024;Sears;N123456-1428;Some Item Description 1330;52150;124785;162;77;17;68
23.8.2024;eBay;N123456-1429;Some Item Description 1331;36613;124786;234;95;10;129
24.8.2024;Amazon;N123456-1430;Some Item Description 1332;27834;124787;95;40;24;31
25.8.2024;Walmart;N123456-1431;Some Item Description 1333;46808;124788;159;81;14;64
26.8.2024;NewEgg;N123456-1432;Some Item Description 1334;24854;124789;163;81;22;60
27.8.2024;Sears;N123456-1433;Some Item Description 1335;25574;124790;152;97;19;36
28.8.2024;eBay;N123456-1434;Some Item Description 1336;39065;124791;197;96;12;89
29.8.2024;Amazon;N123456-1435;Some Item Description 1337;28141;124792;165;95;24;46
30.8.2024;Walmart;N123456-1436;Some Item Description 1338;43648;124793;130;75;24;31
31.8.2024;NewEgg;N123456-1437;Some Item Description 1339;30423;124794;85;47;22;16
1.9.2024;Sears;N123456-1438;Some Item Description 1340;50568;124795;157;58;25;74
2.9.2024;eBay;N123456-1439;Some Item Description 1341;34077;124796;129;81;15;33
3.9.2024;Amazon;N123456-1440;Some Item Description 1342;36379;124797;221;89;22;110
4.9.2024;Walmart;N123456-1441;Some Item Description 1343;34974;124798;216;87;20;109
5.9.2024;NewEgg;N123456-1442;Some Item Description 1344;52834;124799;134;72;13;49
6.9.2024;Sears;N123456-1443;Some Item Description 1345;25287;124800;145;74;21;50
7.9.2024;eBay;N123456-1444;Some Item Description 1346;48654;124801;75;32;21;22
8.9.2024;Amazon;N123456-1445;Some Item Description 1347;26592;124802;109;74;17;18
9.9.2024;Walmart;N123456-1446;Some Item Description 1348;36482;124803;74;33;21;20
10.9.2024;NewEgg;N123456-1447;Some Item Description 1349;51158;124804;113;52;20;41
11.9.2024;Sears;N123456-1448;Some Item Description 1350;51115;124805;139;98;14;27
12.9.2024;eBay;N123456-1449;Some Item Description 1351;34480;124806;123;69;15;39
13.9.2024;Amazon;N123456-1450;Some Item Description 1352;47638;124807;128;41;12;75
14.9.2024;Walmart;N123456-1451;Some Item Description 1353;26745;124808;143;49;15;79
15.9.2024;NewEgg;N123456-1452;Some Item Description 1354;34730;124809;238;96;17;125
16.9.2024;Sears;N123456-1453;Some Item Description 1355;35696;124810;101;39;22;40
17.9.2024;eBay;N123456-1454;Some Item Description 1356;45283;124811;128;78;25;25
18.9.2024;Amazon;N123456-1455;Some Item Description 1357;43613;124812;98;57;20;21
19.9.2024;Walmart;N123456-1456;Some Item Description 1358;33572;124813;168;100;15;53
20.9.2024;NewEgg;N123456-1457;Some Item Description 1359;50883;124814;90;47;23;20
21.9.2024;Sears;N123456-1458;Some Item Description 1360;33013;124815;122;70;10;42
22.9.2024;eBay;N123456-1459;Some Item Description 1361;39703;124816;197;96;12;89
23.9.2024;Amazon;N123456-1460;Some Item Description 1362;44682;124817;78;44;10;24
24.9.2024;Walmart;N123456-1461;Some Item Description 1363;53348;124818;197;92;21;84
25.9.2024;NewEgg;N123456-1462;Some Item Description 1364;44913;124819;89;33;18;38
26.9.2024;Sears;N123456-1463;Some Item Description 1365;34809;124820;127;60;16;51
27.9.2024;eBay;N123456-1464;Some Item Description 1366;32717;124821;95;33;19;43
